"","age","job","education","default","month","duration","poutcome","Subscription"
"2266",26,"admin.","high.school","no","may",109,"nonexistent","no"
"2267",31,"blue-collar","basic.9y","no","may",97,"nonexistent","no"
"2268",55,"unemployed","basic.4y","unknown","may",164,"nonexistent","no"
"2269",59,"housemaid","basic.4y","unknown","may",70,"nonexistent","no"
"2270",28,"blue-collar","basic.9y","no","may",71,"nonexistent","no"
"2271",48,"blue-collar","basic.9y","no","may",723,"nonexistent","no"
"2272",37,"services","basic.9y","no","may",518,"nonexistent","no"
"2273",35,"blue-collar","basic.6y","unknown","may",147,"nonexistent","no"
"2274",30,"admin.","high.school","no","may",101,"nonexistent","no"
"2275",30,"admin.","high.school","no","may",142,"nonexistent","no"
"2276",32,"admin.","university.degree","unknown","may",1346,"nonexistent","yes"
"2277",53,"admin.","high.school","no","may",520,"nonexistent","no"
"2278",34,"blue-collar","basic.4y","no","may",611,"nonexistent","no"
"2279",51,"unemployed","basic.9y","unknown","may",66,"nonexistent","no"
"2280",43,"admin.","high.school","no","may",135,"nonexistent","no"
"2281",54,"retired","basic.4y","no","may",276,"nonexistent","no"
"2282",45,"services","professional.course","unknown","may",449,"nonexistent","no"
"2283",46,"management","university.degree","no","may",98,"nonexistent","no"
"2284",57,"admin.","university.degree","no","may",105,"nonexistent","no"
"2285",34,"admin.","university.degree","no","may",382,"nonexistent","no"
"2286",33,"housemaid","basic.4y","no","may",213,"nonexistent","no"
"2287",48,"admin.","high.school","no","may",116,"nonexistent","no"
"2288",37,"unknown","university.degree","no","may",249,"nonexistent","no"
"2289",33,"self-employed","university.degree","no","may",50,"nonexistent","no"
"2290",36,"admin.","university.degree","no","may",138,"nonexistent","no"
"2291",48,"unknown","basic.4y","unknown","may",375,"nonexistent","no"
"2292",28,"blue-collar","basic.9y","no","may",49,"nonexistent","no"
"2293",30,"admin.","university.degree","no","may",178,"nonexistent","no"
"2294",31,"management","university.degree","no","may",169,"nonexistent","no"
"2295",51,"unemployed","basic.9y","unknown","may",1386,"nonexistent","no"
"2296",26,"admin.","high.school","unknown","may",155,"nonexistent","no"
"2297",40,"blue-collar","basic.6y","unknown","may",120,"nonexistent","no"
"2298",40,"blue-collar","basic.6y","unknown","may",203,"nonexistent","no"
"2299",51,"blue-collar","basic.4y","no","may",244,"nonexistent","no"
"2300",30,"blue-collar","basic.9y","no","may",428,"nonexistent","no"
"2301",34,"entrepreneur","professional.course","no","may",53,"nonexistent","no"
"2302",51,"blue-collar","basic.4y","no","may",360,"nonexistent","no"
"2303",39,"admin.","high.school","unknown","may",215,"nonexistent","no"
"2304",57,"blue-collar","basic.4y","unknown","may",500,"nonexistent","no"
"2305",33,"technician","high.school","no","may",207,"nonexistent","no"
"2306",33,"management","basic.4y","no","may",568,"nonexistent","yes"
"2307",22,"blue-collar","basic.6y","unknown","may",270,"nonexistent","no"
"2308",38,"admin.","university.degree","no","may",154,"nonexistent","no"
"2309",56,"technician","basic.4y","unknown","may",272,"nonexistent","no"
"2310",45,"services","high.school","no","may",229,"nonexistent","no"
"2311",50,"technician","professional.course","no","may",108,"nonexistent","no"
"2312",28,"admin.","university.degree","no","may",210,"nonexistent","no"
"2313",53,"technician","professional.course","unknown","may",383,"nonexistent","no"
"2314",39,"self-employed","basic.4y","unknown","may",3366,"nonexistent","no"
"2315",33,"technician","professional.course","no","may",259,"nonexistent","no"
"2316",38,"management","basic.9y","no","may",1000,"nonexistent","yes"
"2317",35,"admin.","high.school","no","may",618,"nonexistent","yes"
"2318",28,"blue-collar","basic.9y","unknown","may",237,"nonexistent","no"
"2319",30,"technician","university.degree","unknown","may",106,"nonexistent","no"
"2320",37,"admin.","university.degree","no","may",351,"nonexistent","no"
"2321",42,"housemaid","high.school","unknown","may",218,"nonexistent","no"
"2322",35,"services","high.school","no","may",198,"nonexistent","no"
"2323",48,"admin.","high.school","no","may",284,"nonexistent","no"
"2324",41,"technician","professional.course","unknown","may",190,"nonexistent","no"
"2325",26,"blue-collar","basic.9y","no","may",295,"nonexistent","no"
"2326",26,"blue-collar","high.school","unknown","may",106,"nonexistent","no"
"2327",47,"blue-collar","basic.4y","unknown","may",93,"nonexistent","no"
"2328",58,"retired","unknown","no","may",174,"nonexistent","no"
"2329",58,"retired","unknown","no","may",124,"nonexistent","no"
"2330",54,"management","university.degree","no","may",62,"nonexistent","no"
"2331",38,"blue-collar","basic.9y","no","may",2231,"nonexistent","yes"
"2332",40,"technician","university.degree","no","may",217,"nonexistent","no"
"2333",35,"admin.","university.degree","no","may",343,"nonexistent","no"
"2334",35,"blue-collar","basic.9y","no","may",227,"nonexistent","no"
"2335",34,"admin.","professional.course","no","may",248,"nonexistent","no"
"2336",28,"technician","high.school","no","may",180,"nonexistent","no"
"2337",36,"services","basic.9y","no","may",117,"nonexistent","no"
"2338",42,"admin.","high.school","no","may",205,"nonexistent","no"
"2339",37,"technician","university.degree","no","may",370,"nonexistent","no"
"2340",45,"services","basic.9y","no","may",427,"nonexistent","no"
"2341",48,"self-employed","basic.9y","unknown","may",289,"nonexistent","no"
"2342",53,"technician","professional.course","unknown","may",170,"nonexistent","no"
"2343",42,"technician","basic.6y","no","may",705,"nonexistent","no"
"2344",53,"technician","professional.course","unknown","may",198,"nonexistent","no"
"2345",53,"technician","professional.course","unknown","may",247,"nonexistent","no"
"2346",33,"blue-collar","basic.6y","unknown","may",226,"nonexistent","no"
"2347",30,"unknown","university.degree","no","may",213,"nonexistent","no"
"2348",34,"admin.","university.degree","no","may",174,"nonexistent","no"
"2349",48,"technician","high.school","no","may",166,"nonexistent","no"
"2350",34,"admin.","university.degree","no","may",373,"nonexistent","no"
"2351",49,"services","basic.9y","no","may",259,"nonexistent","no"
"2352",48,"technician","high.school","no","may",340,"nonexistent","no"
"2353",38,"blue-collar","university.degree","unknown","may",392,"nonexistent","no"
"2354",44,"technician","professional.course","unknown","may",245,"nonexistent","no"
"2355",36,"blue-collar","basic.9y","unknown","may",136,"nonexistent","no"
"2356",44,"blue-collar","basic.4y","unknown","may",148,"nonexistent","no"
"2357",50,"self-employed","university.degree","no","may",137,"nonexistent","no"
"2358",38,"blue-collar","university.degree","unknown","may",456,"nonexistent","no"
"2359",41,"technician","professional.course","no","may",107,"nonexistent","no"
"2360",45,"blue-collar","basic.4y","no","may",44,"nonexistent","no"
"2361",53,"admin.","university.degree","no","may",118,"nonexistent","no"
"2362",36,"entrepreneur","university.degree","no","may",135,"nonexistent","no"
"2363",45,"services","high.school","no","may",276,"nonexistent","no"
"2364",34,"services","basic.9y","unknown","may",150,"nonexistent","no"
"2365",37,"blue-collar","professional.course","no","may",118,"nonexistent","no"
"2366",25,"technician","university.degree","no","may",38,"nonexistent","no"
"2367",35,"admin.","university.degree","no","may",232,"nonexistent","no"
"2368",34,"admin.","university.degree","no","may",1167,"nonexistent","no"
"2369",32,"unknown","basic.6y","unknown","may",39,"nonexistent","no"
"2370",32,"admin.","high.school","no","may",325,"nonexistent","no"
"2371",39,"self-employed","university.degree","no","may",311,"nonexistent","no"
"2372",36,"admin.","high.school","no","may",147,"nonexistent","no"
"2373",46,"entrepreneur","university.degree","no","may",125,"nonexistent","no"
"2374",56,"entrepreneur","university.degree","no","may",98,"nonexistent","no"
"2375",37,"technician","basic.9y","unknown","may",93,"nonexistent","no"
"2376",37,"technician","basic.9y","unknown","may",83,"nonexistent","no"
"2377",39,"blue-collar","high.school","no","may",67,"nonexistent","no"
"2378",52,"services","unknown","unknown","may",77,"nonexistent","no"
"2379",39,"services","unknown","unknown","may",191,"nonexistent","no"
"2380",52,"services","unknown","unknown","may",144,"nonexistent","no"
"2381",51,"technician","professional.course","unknown","may",20,"nonexistent","no"
"2382",42,"technician","unknown","no","may",27,"nonexistent","no"
"2383",34,"technician","high.school","no","may",174,"nonexistent","no"
"2384",28,"blue-collar","basic.9y","no","may",260,"nonexistent","no"
"2385",43,"self-employed","professional.course","unknown","may",94,"nonexistent","no"
"2386",41,"technician","professional.course","no","may",122,"nonexistent","no"
"2387",54,"technician","professional.course","no","may",334,"nonexistent","no"
"2388",53,"blue-collar","basic.9y","no","may",609,"nonexistent","no"
"2389",47,"admin.","university.degree","unknown","may",202,"nonexistent","no"
"2390",47,"admin.","university.degree","unknown","may",262,"nonexistent","no"
"2391",39,"blue-collar","basic.9y","no","may",302,"nonexistent","no"
"2392",37,"services","high.school","no","may",121,"nonexistent","no"
"2393",40,"technician","professional.course","unknown","may",202,"nonexistent","no"
"2394",35,"services","professional.course","unknown","may",806,"nonexistent","no"
"2395",56,"admin.","unknown","unknown","may",31,"nonexistent","no"
"2396",36,"admin.","high.school","unknown","may",21,"nonexistent","no"
"2397",45,"blue-collar","basic.4y","unknown","may",334,"nonexistent","no"
"2398",38,"technician","university.degree","no","may",156,"nonexistent","no"
"2399",41,"technician","professional.course","no","may",92,"nonexistent","no"
"2400",37,"blue-collar","professional.course","unknown","may",128,"nonexistent","no"
"2401",45,"admin.","university.degree","no","may",766,"nonexistent","no"
"2402",48,"services","high.school","unknown","may",162,"nonexistent","no"
"2403",29,"admin.","basic.9y","unknown","may",255,"nonexistent","no"
"2404",38,"technician","university.degree","no","may",137,"nonexistent","no"
"2405",48,"services","high.school","unknown","may",189,"nonexistent","no"
"2406",40,"blue-collar","high.school","no","may",110,"nonexistent","no"
"2407",38,"blue-collar","university.degree","unknown","may",395,"nonexistent","yes"
"2408",42,"blue-collar","basic.4y","no","may",135,"nonexistent","no"
"2409",32,"blue-collar","basic.9y","no","may",102,"nonexistent","no"
"2410",56,"admin.","unknown","unknown","may",705,"nonexistent","no"
"2411",54,"services","unknown","no","may",192,"nonexistent","no"
"2412",60,"retired","basic.4y","unknown","may",188,"nonexistent","no"
"2413",47,"admin.","high.school","unknown","may",139,"nonexistent","no"
"2414",46,"blue-collar","unknown","unknown","may",131,"nonexistent","no"
"2415",42,"admin.","high.school","no","may",65,"nonexistent","no"
"2416",55,"blue-collar","basic.4y","unknown","may",266,"nonexistent","no"
"2417",37,"services","high.school","no","may",76,"nonexistent","no"
"2418",38,"technician","university.degree","no","may",1015,"nonexistent","yes"
"2419",45,"technician","university.degree","unknown","may",122,"nonexistent","no"
"2420",32,"blue-collar","basic.6y","no","may",60,"nonexistent","no"
"2421",37,"blue-collar","professional.course","unknown","may",111,"nonexistent","no"
"2422",30,"technician","university.degree","no","may",683,"nonexistent","yes"
"2423",36,"blue-collar","high.school","no","may",100,"nonexistent","no"
"2424",48,"admin.","high.school","no","may",82,"nonexistent","no"
"2425",51,"admin.","basic.6y","no","may",470,"nonexistent","yes"
"2426",46,"housemaid","basic.4y","no","may",149,"nonexistent","no"
"2427",48,"blue-collar","basic.4y","unknown","may",106,"nonexistent","no"
"2428",47,"services","high.school","unknown","may",127,"nonexistent","no"
"2429",41,"blue-collar","basic.4y","unknown","may",320,"nonexistent","no"
"2430",53,"retired","professional.course","unknown","may",145,"nonexistent","no"
"2431",55,"retired","basic.4y","unknown","may",129,"nonexistent","no"
"2432",44,"management","university.degree","unknown","may",730,"nonexistent","no"
"2433",48,"blue-collar","basic.4y","no","may",36,"nonexistent","no"
"2434",50,"services","unknown","unknown","may",521,"nonexistent","no"
"2435",34,"blue-collar","basic.9y","no","may",95,"nonexistent","no"
"2436",38,"entrepreneur","basic.9y","no","may",120,"nonexistent","no"
"2437",42,"unemployed","university.degree","no","may",349,"nonexistent","no"
"2438",57,"retired","university.degree","no","may",768,"nonexistent","no"
"2439",58,"blue-collar","basic.4y","no","may",277,"nonexistent","no"
"2440",48,"management","university.degree","unknown","may",289,"nonexistent","no"
"2441",32,"admin.","high.school","no","may",473,"nonexistent","no"
"2442",35,"admin.","university.degree","no","may",133,"nonexistent","no"
"2443",55,"retired","basic.6y","unknown","may",129,"nonexistent","no"
"2444",47,"blue-collar","basic.4y","no","may",386,"nonexistent","no"
"2445",31,"services","basic.6y","unknown","may",1001,"nonexistent","yes"
"2446",38,"technician","professional.course","no","may",76,"nonexistent","no"
"2447",49,"self-employed","professional.course","no","may",214,"nonexistent","no"
"2448",33,"self-employed","basic.9y","no","may",355,"nonexistent","no"
"2449",27,"admin.","university.degree","no","may",194,"nonexistent","no"
"2450",45,"technician","university.degree","no","may",845,"nonexistent","yes"
"2451",34,"management","university.degree","no","may",208,"nonexistent","no"
"2452",38,"blue-collar","basic.4y","unknown","may",173,"nonexistent","no"
"2453",45,"technician","professional.course","no","may",113,"nonexistent","no"
"2454",28,"admin.","unknown","no","may",109,"nonexistent","no"
"2455",54,"blue-collar","basic.4y","unknown","may",853,"nonexistent","no"
"2456",58,"retired","professional.course","unknown","may",518,"nonexistent","no"
"2457",48,"blue-collar","unknown","unknown","may",124,"nonexistent","no"
"2458",57,"admin.","basic.9y","unknown","may",452,"nonexistent","no"
"2459",28,"admin.","university.degree","no","may",203,"nonexistent","no"
"2460",49,"blue-collar","basic.9y","unknown","may",813,"nonexistent","no"
"2461",60,"retired","university.degree","unknown","may",81,"nonexistent","no"
"2462",39,"services","basic.9y","no","may",93,"nonexistent","no"
"2463",40,"self-employed","professional.course","no","may",119,"nonexistent","no"
"2464",58,"unknown","basic.4y","no","may",295,"nonexistent","no"
"2465",36,"blue-collar","basic.9y","unknown","may",296,"nonexistent","no"
"2466",59,"retired","university.degree","no","may",916,"nonexistent","no"
"2467",42,"admin.","basic.6y","no","may",60,"nonexistent","no"
"2468",35,"student","university.degree","unknown","may",443,"nonexistent","no"
"2469",42,"blue-collar","high.school","no","may",225,"nonexistent","no"
"2470",37,"blue-collar","high.school","no","may",262,"nonexistent","no"
"2471",49,"blue-collar","basic.4y","unknown","may",431,"nonexistent","no"
"2472",39,"blue-collar","basic.9y","unknown","may",358,"nonexistent","no"
"2473",46,"blue-collar","basic.9y","unknown","may",565,"nonexistent","no"
"2474",36,"admin.","high.school","no","may",753,"nonexistent","yes"
"2475",35,"technician","professional.course","no","may",103,"nonexistent","no"
"2476",51,"blue-collar","basic.4y","unknown","may",708,"nonexistent","no"
"2477",40,"blue-collar","basic.9y","unknown","may",265,"nonexistent","no"
"2478",32,"blue-collar","basic.9y","no","may",255,"nonexistent","no"
"2479",42,"admin.","university.degree","no","may",434,"nonexistent","no"
"2480",25,"admin.","university.degree","no","may",59,"nonexistent","no"
"2481",46,"blue-collar","basic.6y","unknown","may",305,"nonexistent","no"
"2482",42,"admin.","basic.6y","no","may",155,"nonexistent","no"
"2483",47,"management","basic.4y","unknown","may",805,"nonexistent","no"
"2484",56,"admin.","high.school","no","may",242,"nonexistent","no"
"2485",27,"blue-collar","basic.4y","unknown","may",19,"nonexistent","no"
"2486",47,"housemaid","university.degree","no","may",93,"nonexistent","no"
"2487",30,"management","university.degree","no","may",211,"nonexistent","no"
"2488",48,"admin.","high.school","no","may",31,"nonexistent","no"
"2489",45,"management","unknown","unknown","may",213,"nonexistent","no"
"2490",58,"retired","high.school","no","may",104,"nonexistent","no"
"2491",39,"blue-collar","basic.9y","unknown","may",342,"nonexistent","no"
"2492",54,"admin.","university.degree","no","may",172,"nonexistent","no"
"2493",33,"management","university.degree","no","may",160,"nonexistent","no"
"2494",58,"retired","professional.course","unknown","may",535,"nonexistent","no"
"2495",39,"admin.","high.school","unknown","may",514,"nonexistent","no"
"2496",49,"self-employed","professional.course","no","may",276,"nonexistent","no"
"2497",33,"blue-collar","basic.9y","no","may",176,"nonexistent","no"
"2498",40,"housemaid","unknown","no","may",20,"nonexistent","no"
"2499",49,"services","high.school","no","may",161,"nonexistent","no"
"2500",50,"housemaid","unknown","no","may",473,"nonexistent","no"
"2501",40,"blue-collar","basic.9y","no","may",245,"nonexistent","no"
"2502",50,"services","unknown","unknown","may",144,"nonexistent","no"
"2503",30,"technician","university.degree","unknown","may",123,"nonexistent","no"
"2504",32,"admin.","university.degree","no","may",93,"nonexistent","no"
"2505",59,"retired","basic.4y","unknown","may",188,"nonexistent","no"
"2506",53,"technician","professional.course","no","may",332,"nonexistent","no"
"2507",43,"admin.","basic.9y","no","may",178,"nonexistent","no"
"2508",48,"self-employed","basic.9y","unknown","may",318,"nonexistent","no"
"2509",47,"unknown","basic.4y","unknown","may",94,"nonexistent","no"
"2510",53,"blue-collar","basic.9y","unknown","may",139,"nonexistent","no"
"2511",37,"admin.","high.school","unknown","may",152,"nonexistent","no"
"2512",26,"services","high.school","no","may",188,"nonexistent","no"
"2513",38,"technician","professional.course","no","may",94,"nonexistent","no"
"2514",36,"admin.","university.degree","no","may",54,"nonexistent","no"
"2515",45,"admin.","basic.9y","no","may",29,"nonexistent","no"
"2516",47,"technician","basic.9y","no","may",271,"nonexistent","no"
"2517",36,"technician","professional.course","no","may",95,"nonexistent","no"
"2518",47,"technician","basic.9y","no","may",227,"nonexistent","no"
"2519",31,"management","university.degree","no","may",190,"nonexistent","no"
"2520",29,"blue-collar","basic.6y","no","may",60,"nonexistent","no"
"2521",42,"technician","unknown","no","may",162,"nonexistent","no"
"2522",41,"services","basic.9y","no","may",296,"nonexistent","no"
"2523",27,"technician","professional.course","no","may",125,"nonexistent","no"
"2524",35,"admin.","high.school","no","may",78,"nonexistent","no"
"2525",49,"blue-collar","basic.4y","unknown","may",67,"nonexistent","no"
"2526",45,"blue-collar","basic.4y","no","may",93,"nonexistent","no"
"2527",50,"technician","basic.6y","no","may",119,"nonexistent","no"
"2528",49,"blue-collar","basic.9y","no","may",3,"nonexistent","no"
"2529",27,"blue-collar","basic.9y","no","may",297,"nonexistent","no"
"2530",58,"retired","professional.course","unknown","may",179,"nonexistent","no"
"2531",39,"services","high.school","no","may",342,"nonexistent","no"
"2532",41,"technician","basic.9y","no","may",420,"nonexistent","no"
"2533",45,"services","high.school","unknown","may",378,"nonexistent","no"
"2534",48,"blue-collar","basic.4y","unknown","may",190,"nonexistent","no"
"2535",46,"admin.","high.school","unknown","may",354,"nonexistent","no"
"2536",49,"blue-collar","basic.4y","unknown","may",190,"nonexistent","no"
"2537",33,"services","high.school","unknown","may",131,"nonexistent","no"
"2538",46,"blue-collar","basic.4y","unknown","may",367,"nonexistent","no"
"2539",51,"retired","basic.4y","unknown","may",394,"nonexistent","no"
"2540",43,"admin.","high.school","no","may",91,"nonexistent","no"
"2541",51,"admin.","high.school","unknown","may",280,"nonexistent","no"
"2542",43,"blue-collar","basic.9y","no","may",768,"nonexistent","no"
"2543",38,"blue-collar","basic.6y","no","may",184,"nonexistent","no"
"2544",56,"unemployed","basic.9y","unknown","may",43,"nonexistent","no"
"2545",34,"services","high.school","no","may",108,"nonexistent","no"
"2546",35,"admin.","university.degree","no","may",195,"nonexistent","no"
"2547",45,"admin.","basic.9y","unknown","may",109,"nonexistent","no"
"2548",43,"technician","basic.9y","unknown","may",226,"nonexistent","no"
"2549",47,"services","high.school","no","may",299,"nonexistent","no"
"2550",49,"unknown","unknown","no","may",192,"nonexistent","no"
"2551",36,"housemaid","high.school","no","may",141,"nonexistent","no"
"2552",35,"services","high.school","no","may",87,"nonexistent","no"
"2553",27,"blue-collar","basic.9y","no","may",169,"nonexistent","no"
"2554",54,"retired","high.school","unknown","may",119,"nonexistent","no"
"2555",31,"admin.","high.school","unknown","may",101,"nonexistent","no"
"2556",33,"blue-collar","basic.4y","unknown","may",210,"nonexistent","no"
"2557",29,"management","university.degree","no","may",129,"nonexistent","no"
"2558",40,"blue-collar","basic.6y","unknown","may",481,"nonexistent","no"
"2559",36,"admin.","university.degree","no","may",215,"nonexistent","no"
"2560",51,"entrepreneur","basic.9y","no","may",142,"nonexistent","no"
"2561",39,"technician","professional.course","no","may",411,"nonexistent","no"
"2562",36,"management","university.degree","no","may",93,"nonexistent","no"
"2563",30,"services","high.school","no","may",65,"nonexistent","no"
"2564",36,"blue-collar","high.school","no","may",531,"nonexistent","no"
"2565",37,"technician","professional.course","no","may",34,"nonexistent","no"
"2566",46,"housemaid","basic.4y","no","may",788,"nonexistent","no"
"2567",44,"blue-collar","unknown","no","may",431,"nonexistent","no"
"2568",30,"management","university.degree","no","may",851,"nonexistent","no"
"2569",30,"admin.","high.school","no","may",315,"nonexistent","no"
"2570",33,"technician","high.school","no","may",214,"nonexistent","no"
"2571",54,"management","university.degree","no","may",92,"nonexistent","no"
"2572",44,"blue-collar","unknown","unknown","may",73,"nonexistent","no"
"2573",39,"blue-collar","unknown","unknown","may",181,"nonexistent","no"
"2574",35,"services","high.school","no","may",159,"nonexistent","no"
"2575",55,"technician","professional.course","no","may",58,"nonexistent","no"
"2576",29,"admin.","high.school","no","may",1052,"nonexistent","no"
"2577",55,"services","high.school","no","may",165,"nonexistent","no"
"2578",36,"technician","university.degree","no","may",309,"nonexistent","no"
"2579",39,"blue-collar","basic.6y","no","may",163,"nonexistent","no"
"2580",58,"admin.","basic.6y","no","may",210,"nonexistent","no"
"2581",37,"admin.","high.school","no","may",165,"nonexistent","no"
"2582",28,"blue-collar","basic.6y","unknown","may",331,"nonexistent","no"
"2583",34,"management","university.degree","no","may",230,"nonexistent","no"
"2584",54,"retired","basic.4y","no","may",584,"nonexistent","no"
"2585",27,"management","university.degree","no","may",134,"nonexistent","no"
"2586",31,"entrepreneur","basic.9y","no","may",185,"nonexistent","no"
"2587",48,"blue-collar","basic.4y","no","may",295,"nonexistent","no"
"2588",46,"housemaid","basic.4y","no","may",86,"nonexistent","no"
"2589",40,"technician","high.school","no","may",151,"nonexistent","no"
"2590",47,"services","high.school","unknown","may",69,"nonexistent","no"
"2591",47,"blue-collar","professional.course","unknown","may",15,"nonexistent","no"
"2592",58,"entrepreneur","university.degree","unknown","may",437,"nonexistent","no"
"2593",51,"self-employed","professional.course","unknown","may",139,"nonexistent","no"
"2594",36,"blue-collar","basic.9y","unknown","may",267,"nonexistent","no"
"2595",36,"admin.","high.school","no","may",259,"nonexistent","no"
"2596",36,"blue-collar","university.degree","unknown","may",165,"nonexistent","no"
"2597",46,"blue-collar","basic.4y","unknown","may",566,"nonexistent","no"
"2598",50,"services","high.school","unknown","may",175,"nonexistent","no"
"2599",47,"management","university.degree","no","may",198,"nonexistent","no"
"2600",60,"retired","high.school","unknown","may",220,"nonexistent","no"
"2601",36,"services","high.school","no","may",168,"nonexistent","no"
"2602",25,"self-employed","university.degree","no","may",247,"nonexistent","no"
"2603",40,"entrepreneur","university.degree","unknown","may",291,"nonexistent","no"
"2604",36,"technician","unknown","no","may",322,"nonexistent","no"
"2605",37,"services","high.school","unknown","may",194,"nonexistent","no"
"2606",46,"blue-collar","unknown","unknown","may",379,"nonexistent","no"
"2607",49,"services","high.school","no","may",151,"nonexistent","no"
"2608",42,"technician","professional.course","unknown","may",166,"nonexistent","no"
"2609",37,"blue-collar","high.school","no","may",64,"nonexistent","no"
"2610",36,"technician","university.degree","no","may",232,"nonexistent","no"
"2611",57,"blue-collar","basic.4y","no","may",647,"nonexistent","no"
"2612",39,"services","basic.9y","no","may",322,"nonexistent","no"
"2613",28,"admin.","high.school","no","may",337,"nonexistent","no"
"2614",47,"blue-collar","basic.4y","no","may",133,"nonexistent","no"
"2615",42,"blue-collar","basic.9y","unknown","may",50,"nonexistent","no"
"2616",34,"entrepreneur","professional.course","no","may",87,"nonexistent","no"
"2617",51,"blue-collar","professional.course","no","may",771,"nonexistent","no"
"2618",30,"services","unknown","no","may",205,"nonexistent","no"
"2619",33,"admin.","university.degree","no","may",76,"nonexistent","no"
"2620",58,"blue-collar","basic.4y","no","may",318,"nonexistent","no"
"2621",36,"technician","basic.9y","unknown","may",109,"nonexistent","no"
"2622",39,"blue-collar","basic.9y","unknown","may",304,"nonexistent","no"
"2623",31,"services","high.school","no","may",209,"nonexistent","no"
"2624",45,"services","professional.course","unknown","may",271,"nonexistent","no"
"2625",34,"blue-collar","basic.4y","no","may",1093,"nonexistent","no"
"2626",33,"services","high.school","no","may",326,"nonexistent","no"
"2627",35,"blue-collar","basic.6y","unknown","may",389,"nonexistent","no"
"2628",39,"technician","professional.course","no","may",273,"nonexistent","no"
"2629",42,"technician","high.school","unknown","may",264,"nonexistent","no"
"2630",37,"admin.","high.school","no","may",1106,"nonexistent","no"
"2631",42,"blue-collar","basic.9y","no","may",195,"nonexistent","no"
"2632",48,"technician","unknown","no","may",69,"nonexistent","no"
"2633",29,"admin.","high.school","no","may",214,"nonexistent","no"
"2634",59,"retired","basic.9y","no","may",87,"nonexistent","no"
"2635",32,"blue-collar","basic.9y","no","may",122,"nonexistent","no"
"2636",31,"services","basic.9y","no","may",945,"nonexistent","yes"
"2637",52,"management","basic.4y","unknown","may",288,"nonexistent","no"
"2638",46,"blue-collar","unknown","no","may",50,"nonexistent","no"
"2639",25,"blue-collar","basic.9y","no","may",816,"nonexistent","no"
"2640",36,"entrepreneur","basic.6y","no","may",284,"nonexistent","no"
"2641",23,"blue-collar","professional.course","no","may",116,"nonexistent","no"
"2642",42,"admin.","university.degree","no","may",72,"nonexistent","no"
"2643",43,"admin.","high.school","no","may",232,"nonexistent","no"
"2644",29,"services","high.school","no","may",262,"nonexistent","no"
"2645",45,"admin.","high.school","no","may",190,"nonexistent","no"
"2646",45,"entrepreneur","university.degree","no","may",1721,"nonexistent","yes"
"2647",27,"technician","high.school","unknown","may",351,"nonexistent","no"
"2648",35,"admin.","high.school","no","may",166,"nonexistent","no"
"2649",35,"technician","professional.course","no","may",104,"nonexistent","no"
"2650",39,"blue-collar","high.school","no","may",163,"nonexistent","no"
"2651",29,"technician","professional.course","no","may",492,"nonexistent","no"
"2652",46,"blue-collar","basic.4y","unknown","may",152,"nonexistent","no"
"2653",39,"admin.","university.degree","no","may",109,"nonexistent","no"
"2654",34,"blue-collar","basic.6y","no","may",384,"nonexistent","no"
"2655",44,"entrepreneur","university.degree","no","may",1032,"nonexistent","no"
"2656",35,"blue-collar","unknown","no","may",128,"nonexistent","no"
"2657",33,"technician","professional.course","no","may",65,"nonexistent","no"
"2658",41,"blue-collar","basic.9y","unknown","may",194,"nonexistent","no"
"2659",37,"technician","university.degree","no","may",360,"nonexistent","no"
"2660",40,"admin.","university.degree","unknown","may",96,"nonexistent","no"
"2661",42,"blue-collar","basic.9y","no","may",20,"nonexistent","no"
"2662",55,"blue-collar","basic.9y","no","may",323,"nonexistent","no"
"2663",46,"management","basic.6y","unknown","may",332,"nonexistent","no"
"2664",37,"management","university.degree","no","may",735,"nonexistent","no"
"2665",39,"technician","professional.course","no","may",151,"nonexistent","no"
"2666",40,"blue-collar","high.school","no","may",158,"nonexistent","no"
"2667",52,"technician","high.school","no","may",73,"nonexistent","no"
"2668",43,"management","university.degree","no","may",407,"nonexistent","no"
"2669",51,"blue-collar","basic.4y","no","may",438,"nonexistent","no"
"2670",45,"management","basic.9y","unknown","may",174,"nonexistent","no"
"2671",40,"management","university.degree","unknown","may",175,"nonexistent","no"
"2672",28,"student","high.school","unknown","may",313,"nonexistent","no"
"2673",33,"admin.","high.school","no","may",137,"nonexistent","no"
"2674",47,"self-employed","unknown","unknown","may",22,"nonexistent","no"
"2675",54,"management","university.degree","no","may",328,"nonexistent","no"
"2676",46,"unknown","university.degree","no","may",93,"nonexistent","no"
"2677",36,"admin.","high.school","no","may",97,"nonexistent","no"
"2678",46,"unemployed","professional.course","unknown","may",219,"nonexistent","no"
"2679",45,"blue-collar","basic.9y","no","may",455,"nonexistent","no"
"2680",46,"management","university.degree","no","may",103,"nonexistent","no"
"2681",30,"services","unknown","no","may",133,"nonexistent","no"
"2682",55,"management","unknown","no","may",77,"nonexistent","no"
"2683",45,"admin.","basic.9y","unknown","may",211,"nonexistent","no"
"2684",45,"admin.","high.school","no","may",72,"nonexistent","no"
"2685",51,"admin.","basic.4y","unknown","may",942,"nonexistent","yes"
"2686",31,"admin.","university.degree","no","may",89,"nonexistent","no"
"2687",33,"admin.","unknown","no","may",108,"nonexistent","no"
"2688",45,"services","high.school","unknown","may",101,"nonexistent","no"
