"","job","education","default","contact","month","campaign","previous","poutcome","cons.price.idx","cons.conf.idx","euribor3m","Subscription"
"4322","admin.","basic.6y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4323","entrepreneur","unknown","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4324","blue-collar","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4325","blue-collar","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4326","blue-collar","basic.9y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4327","blue-collar","basic.4y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4328","blue-collar","basic.4y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4329","blue-collar","basic.4y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4330","admin.","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4331","admin.","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4332","blue-collar","basic.4y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4333","admin.","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4334","blue-collar","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4335","admin.","university.degree","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4336","admin.","professional.course","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4337","admin.","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4338","technician","professional.course","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4339","blue-collar","basic.6y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4340","technician","professional.course","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4341","admin.","basic.9y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4342","admin.","high.school","no","telephone","may",6,0,"nonexistent",93.994,-36.4,4.856,"no"
"4343","blue-collar","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4344","blue-collar","unknown","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4345","unknown","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4346","technician","professional.course","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4347","services","unknown","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4348","admin.","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4349","blue-collar","basic.9y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4350","admin.","high.school","no","telephone","may",4,0,"nonexistent",93.994,-36.4,4.856,"no"
"4351","services","basic.9y","no","telephone","may",6,0,"nonexistent",93.994,-36.4,4.856,"no"
"4352","services","high.school","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4353","management","high.school","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4354","services","basic.4y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"yes"
"4355","admin.","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4356","services","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4357","blue-collar","basic.6y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4358","technician","basic.9y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4359","admin.","basic.4y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4360","admin.","high.school","unknown","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4361","unemployed","professional.course","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4362","technician","university.degree","unknown","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4363","admin.","unknown","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4364","retired","professional.course","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4365","unknown","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4366","self-employed","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4367","admin.","university.degree","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4368","management","unknown","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4369","services","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4370","blue-collar","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4371","blue-collar","basic.9y","no","telephone","may",4,0,"nonexistent",93.994,-36.4,4.856,"no"
"4372","blue-collar","basic.4y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4373","admin.","basic.6y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4374","technician","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4375","management","university.degree","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4376","retired","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4377","blue-collar","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4378","blue-collar","basic.6y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4379","blue-collar","unknown","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4380","admin.","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4381","technician","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4382","blue-collar","basic.6y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4383","entrepreneur","high.school","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4384","blue-collar","unknown","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4385","blue-collar","high.school","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4386","services","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4387","blue-collar","basic.4y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4388","entrepreneur","basic.6y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4389","blue-collar","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4390","management","university.degree","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4391","retired","high.school","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4392","management","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4393","blue-collar","professional.course","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4394","admin.","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4395","services","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4396","entrepreneur","basic.4y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4397","admin.","university.degree","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4398","services","high.school","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4399","admin.","university.degree","unknown","telephone","may",5,0,"nonexistent",93.994,-36.4,4.856,"no"
"4400","blue-collar","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4401","blue-collar","high.school","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4402","entrepreneur","basic.9y","unknown","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4403","housemaid","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4404","blue-collar","basic.9y","no","telephone","may",6,0,"nonexistent",93.994,-36.4,4.856,"no"
"4405","blue-collar","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4406","entrepreneur","university.degree","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4407","services","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4408","blue-collar","professional.course","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4409","services","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4410","management","university.degree","no","telephone","may",12,0,"nonexistent",93.994,-36.4,4.856,"no"
"4411","blue-collar","basic.4y","unknown","telephone","may",10,0,"nonexistent",93.994,-36.4,4.856,"no"
"4412","blue-collar","basic.9y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4413","technician","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4414","technician","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4415","blue-collar","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4416","blue-collar","basic.4y","unknown","telephone","may",7,0,"nonexistent",93.994,-36.4,4.856,"no"
"4417","blue-collar","basic.6y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4418","services","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4419","services","high.school","no","telephone","may",9,0,"nonexistent",93.994,-36.4,4.856,"no"
"4420","housemaid","basic.9y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4421","admin.","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4422","blue-collar","unknown","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4423","services","unknown","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4424","admin.","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4425","housemaid","university.degree","no","telephone","may",6,0,"nonexistent",93.994,-36.4,4.856,"no"
"4426","blue-collar","basic.6y","unknown","telephone","may",10,0,"nonexistent",93.994,-36.4,4.856,"no"
"4427","technician","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4428","admin.","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4429","entrepreneur","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4430","management","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4431","technician","professional.course","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4432","entrepreneur","basic.9y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4433","services","high.school","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4434","admin.","basic.9y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4435","unemployed","professional.course","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4436","admin.","university.degree","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4437","entrepreneur","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4438","self-employed","basic.4y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4439","blue-collar","basic.6y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4440","retired","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4441","admin.","university.degree","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4442","self-employed","university.degree","unknown","telephone","may",8,0,"nonexistent",93.994,-36.4,4.856,"no"
"4443","retired","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4444","services","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4445","services","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4446","blue-collar","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4447","unemployed","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4448","technician","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4449","admin.","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4450","self-employed","basic.6y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4451","admin.","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4452","services","high.school","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4453","technician","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4454","admin.","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4455","blue-collar","unknown","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4456","technician","professional.course","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4457","student","university.degree","no","telephone","may",17,0,"nonexistent",93.994,-36.4,4.856,"no"
"4458","services","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4459","management","basic.9y","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4460","student","high.school","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4461","blue-collar","basic.4y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4462","blue-collar","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4463","technician","professional.course","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4464","management","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4465","services","professional.course","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4466","services","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4467","blue-collar","basic.6y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4468","retired","professional.course","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4469","blue-collar","basic.9y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4470","admin.","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4471","retired","basic.4y","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4472","technician","professional.course","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4473","admin.","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4474","management","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4475","admin.","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4476","retired","basic.9y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4477","blue-collar","basic.6y","no","telephone","may",9,0,"nonexistent",93.994,-36.4,4.856,"no"
"4478","management","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4479","admin.","professional.course","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4480","retired","basic.4y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"yes"
"4481","blue-collar","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4482","blue-collar","professional.course","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4483","housemaid","professional.course","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4484","self-employed","professional.course","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4485","management","basic.4y","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4486","blue-collar","basic.9y","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"yes"
"4487","technician","professional.course","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4488","blue-collar","basic.4y","no","telephone","may",8,0,"nonexistent",93.994,-36.4,4.856,"no"
"4489","blue-collar","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4490","admin.","university.degree","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4491","management","basic.9y","unknown","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4492","blue-collar","basic.4y","unknown","telephone","may",8,0,"nonexistent",93.994,-36.4,4.856,"no"
"4493","management","professional.course","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4494","blue-collar","basic.9y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4495","retired","basic.4y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4496","blue-collar","basic.9y","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4497","blue-collar","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4498","self-employed","unknown","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4499","blue-collar","basic.4y","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4500","unemployed","basic.4y","unknown","telephone","may",4,0,"nonexistent",93.994,-36.4,4.856,"no"
"4501","admin.","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4502","blue-collar","basic.9y","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4503","blue-collar","professional.course","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4504","retired","high.school","no","telephone","may",6,0,"nonexistent",93.994,-36.4,4.856,"no"
"4505","blue-collar","basic.6y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4506","blue-collar","high.school","unknown","telephone","may",14,0,"nonexistent",93.994,-36.4,4.856,"no"
"4507","technician","professional.course","no","telephone","may",6,0,"nonexistent",93.994,-36.4,4.856,"no"
"4508","services","professional.course","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4509","admin.","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4510","management","high.school","no","telephone","may",10,0,"nonexistent",93.994,-36.4,4.856,"no"
"4511","services","basic.6y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4512","housemaid","basic.4y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4513","blue-collar","basic.4y","no","telephone","may",7,0,"nonexistent",93.994,-36.4,4.856,"no"
"4514","housemaid","basic.4y","no","telephone","may",4,0,"nonexistent",93.994,-36.4,4.856,"no"
"4515","admin.","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4516","services","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4517","technician","professional.course","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4518","admin.","basic.6y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4519","technician","university.degree","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4520","services","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4521","technician","basic.9y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4522","admin.","university.degree","no","telephone","may",8,0,"nonexistent",93.994,-36.4,4.856,"no"
"4523","blue-collar","basic.6y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"yes"
"4524","entrepreneur","basic.4y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4525","housemaid","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4526","technician","professional.course","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4527","blue-collar","basic.6y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4528","blue-collar","basic.4y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4529","admin.","basic.9y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4530","blue-collar","basic.4y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4531","blue-collar","basic.9y","no","telephone","may",16,0,"nonexistent",93.994,-36.4,4.856,"no"
"4532","admin.","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4533","blue-collar","unknown","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4534","technician","basic.9y","unknown","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4535","admin.","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4536","unemployed","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4537","technician","professional.course","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4538","blue-collar","professional.course","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4539","admin.","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4540","admin.","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4541","technician","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4542","self-employed","university.degree","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4543","student","university.degree","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4544","services","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4545","admin.","basic.4y","unknown","telephone","may",5,0,"nonexistent",93.994,-36.4,4.856,"no"
"4546","blue-collar","basic.9y","no","telephone","may",10,0,"nonexistent",93.994,-36.4,4.856,"no"
"4547","technician","university.degree","no","telephone","may",4,0,"nonexistent",93.994,-36.4,4.856,"no"
"4548","self-employed","basic.9y","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4549","admin.","university.degree","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4550","technician","university.degree","no","telephone","may",12,0,"nonexistent",93.994,-36.4,4.856,"no"
"4551","admin.","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4552","blue-collar","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4553","retired","high.school","unknown","telephone","may",13,0,"nonexistent",93.994,-36.4,4.856,"no"
"4554","admin.","high.school","no","telephone","may",4,0,"nonexistent",93.994,-36.4,4.856,"no"
"4555","admin.","university.degree","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4556","admin.","high.school","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4557","entrepreneur","university.degree","unknown","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4558","blue-collar","basic.4y","unknown","telephone","may",4,0,"nonexistent",93.994,-36.4,4.856,"no"
"4559","admin.","basic.9y","no","telephone","may",6,0,"nonexistent",93.994,-36.4,4.856,"no"
"4560","technician","unknown","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4561","entrepreneur","basic.6y","no","telephone","may",8,0,"nonexistent",93.994,-36.4,4.856,"no"
"4562","blue-collar","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4563","management","basic.9y","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4564","blue-collar","professional.course","no","telephone","may",7,0,"nonexistent",93.994,-36.4,4.856,"no"
"4565","unemployed","high.school","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4566","services","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4567","technician","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4568","technician","unknown","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4569","services","professional.course","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4570","admin.","high.school","no","telephone","may",5,0,"nonexistent",93.994,-36.4,4.856,"no"
"4571","technician","basic.6y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4572","technician","university.degree","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4573","blue-collar","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4574","services","high.school","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4575","blue-collar","basic.4y","unknown","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4576","admin.","university.degree","no","telephone","may",17,0,"nonexistent",93.994,-36.4,4.856,"no"
"4577","technician","professional.course","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4578","blue-collar","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4579","admin.","professional.course","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4580","blue-collar","basic.4y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4581","blue-collar","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4582","admin.","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4583","technician","professional.course","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4584","services","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4585","blue-collar","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4586","admin.","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4587","services","high.school","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4588","admin.","unknown","unknown","telephone","may",12,0,"nonexistent",93.994,-36.4,4.856,"no"
"4589","blue-collar","basic.4y","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4590","housemaid","basic.9y","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4591","admin.","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4592","technician","professional.course","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4593","housemaid","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4594","housemaid","basic.4y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4595","services","basic.4y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4596","admin.","university.degree","no","telephone","may",4,0,"nonexistent",93.994,-36.4,4.856,"no"
"4597","services","high.school","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4598","blue-collar","basic.6y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4599","technician","university.degree","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
